"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"DEVBANK","2022-10-10","3459.38","3486.64","3352.9","3366.64","-2.65","93855183.2"
"DEVBANK","2022-10-09","3309.31","3468.19","3309.31","3458.33","4.50","76482695.1"
"DEVBANK","2022-09-29","3270.48","3330.6","3269.42","3309.31","1.19","50086152.5"
"DEVBANK","2022-09-28","3256.49","3305.94","3256.48","3270.47","0.56","37603527.7"
"DEVBANK","2022-09-27","3202.47","3299.8","3202.47","3252.36","1.62","54786195.2"
"DEVBANK","2022-09-25","3249.81","3249.8","3197.91","3200.49","-1.52","57856155.4"
"DEVBANK","2022-09-22","3277.15","3315.18","3245.6","3249.8","-0.83","51747958.5"
"DEVBANK","2022-09-21","3232.4","3323.38","3231.57","3277.15","1.38","68671155.2"
"DEVBANK","2022-09-20","3338.45","3342.74","3221.73","3232.39","-3.19","117454642.7"
"DEVBANK","2022-09-18","3430.01","3445.2","3332.17","3338.98","-2.67","97501050.2"
"DEVBANK","2022-09-16","3469","3472.47","3356.88","3430.55","-1.27","105799416.3"
"DEVBANK","2022-09-15","3650.13","3666.74","3464.53","3474.57","-4.65","188035396.2"
"DEVBANK","2022-09-14","3483.06","3662.53","3483.06","3643.94","4.62","161328979.4"
"DEVBANK","2022-09-13","3423.03","3518.75","3422.31","3483.06","1.75","61646450.6"
"DEVBANK","2022-09-12","3436.74","3453.2","3407.23","3423.03","-0.42","56334317.9"
"DEVBANK","2022-09-11","3488.5","3509.02","3432.46","3437.31","-1.48","53246402.8"
"DEVBANK","2022-09-08","3451.97","3511.13","3427.21","3489.09","1.08","68647134.3"
"DEVBANK","2022-09-07","3489.82","3489.81","3445.53","3451.96","-1.07","53499919.6"
"DEVBANK","2022-09-06","3554.67","3554.66","3483.97","3489.2","-1.83","68149290.6"
"DEVBANK","2022-09-05","3564.92","3602.43","3547.29","3554.08","-0.30","54385653.6"
"DEVBANK","2022-09-04","3509.68","3581.71","3509.68","3564.91","1.57","68423843.4"
"DEVBANK","2022-09-02","3519.32","3566.4","3490.61","3509.68","-0.27","42908600"
"DEVBANK","2022-09-01","3512.74","3563.72","3455.63","3519.32","0.21","96860033.5"
"DEVBANK","2022-08-31","3579.94","3596.66","3507.15","3512.11","-1.89","81113319.3"
"DEVBANK","2022-08-30","3573.71","3623.42","3569.63","3579.94","0.17","83603322.4"
"DEVBANK","2022-08-29","3545.59","3585.3","3521.46","3573.71","0.79","88697261.8"
"DEVBANK","2022-08-28","3639.7","3651","3540.74","3545.58","-2.59","165212820.1"
"DEVBANK","2022-08-26","3687.39","3687.38","3625.74","3639.7","-99.01","111321969"
"DEVBANK","2022-08-25","3740.62","3783.31","3682.33","3687.38","-99.02","121340858.8"
"DEVBANK","2022-08-24","3737.15","3794.78","3729.77","3745.19","-99.00","102592163.2"
